UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
100654,"R",834,"R",321,"R",513,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3,"R",726,"R",274,"R",452,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",70,"R",25,"R",45,"R",0,"R",0,"R",0,"R",6,"R",2,"R",4,"R",25,"R",17,"R",8
100663,"R",4304,"R",1575,"R",2729,"R",10,"R",7,"R",3,"R",205,"R",89,"R",116,"R",806,"R",213,"R",593,"R",92,"R",35,"R",57,"R",1,"R",1,"Z",0,"R",2910,"R",1091,"R",1819,"R",60,"R",20,"R",40,"R",86,"R",45,"R",41,"R",134,"R",74,"R",60
100690,"R",142,"R",69,"R",73,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",41,"R",12,"R",29,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"R",48,"R",32,"R",16,"Z",0,"Z",0,"Z",0,"R",48,"R",22,"R",26,"Z",0,"Z",0,"Z",0
100706,"R",1593,"R",801,"R",792,"R",31,"R",15,"R",16,"R",53,"R",23,"R",30,"R",148,"R",48,"R",100,"R",32,"R",11,"R",21,"R",0,"R",0,"R",0,"R",1172,"R",605,"R",567,"R",11,"R",4,"R",7,"R",39,"R",19,"R",20,"R",107,"R",76,"R",31
100724,"R",821,"R",238,"R",583,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",750,"R",210,"R",540,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",37,"R",17,"R",20,"R",4,"R",1,"R",3,"R",12,"R",7,"R",5,"R",9,"R",1,"R",8
100751,"R",7091,"R",3036,"R",4055,"R",31,"R",12,"R",19,"R",85,"R",47,"R",38,"R",788,"R",232,"R",556,"R",150,"R",61,"R",89,"R",1,"R",0,"R",1,"R",5757,"R",2545,"R",3212,"R",45,"R",18,"R",27,"R",26,"R",8,"R",18,"R",208,"R",113,"R",95
100760,"R",244,"R",76,"R",168,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",55,"R",16,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",183,"R",59,"R",124,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0
100812,"R",907,"R",308,"R",599,"R",12,"R",0,"R",12,"R",2,"R",1,"R",1,"R",106,"R",36,"R",70,"R",10,"R",3,"R",7,"R",0,"R",0,"R",0,"R",734,"R",252,"R",482,"R",11,"R",2,"R",9,"R",22,"R",11,"R",11,"R",10,"R",3,"R",7
100830,"R",798,"R",295,"R",503,"R",9,"R",2,"R",7,"R",8,"R",3,"R",5,"R",188,"R",43,"R",145,"R",10,"R",3,"R",7,"R",0,"R",0,"R",0,"R",511,"R",213,"R",298,"R",14,"R",3,"R",11,"R",18,"R",9,"R",9,"R",40,"R",19,"R",21
100858,"R",5764,"R",2790,"R",2974,"R",30,"R",9,"R",21,"R",116,"R",56,"R",60,"R",373,"R",163,"R",210,"R",112,"R",52,"R",60,"Z",0,"Z",0,"Z",0,"R",4798,"R",2316,"R",2482,"Z",0,"Z",0,"Z",0,"R",50,"R",22,"R",28,"R",285,"R",172,"R",113
100937,"R",299,"R",129,"R",170,"R",2,"R",1,"R",1,"R",14,"R",5,"R",9,"R",18,"R",6,"R",12,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",258,"R",115,"R",143,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
101028,"R",187,"R",59,"R",128,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",64,"R",16,"R",48,"R",17,"R",6,"R",11,"Z",0,"Z",0,"Z",0,"R",99,"R",37,"R",62,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0
101073,"R",67,"R",24,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",66,"R",23,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",0
101116,"R",153,"R",36,"R",117,"R",2,"Z",0,"R",2,"R",7,"R",2,"R",5,"R",82,"R",19,"R",63,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",54,"R",14,"R",40,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0
101143,"R",270,"R",160,"R",110,"R",2,"R",1,"R",1,"R",9,"R",6,"R",3,"R",47,"R",22,"R",25,"R",9,"R",5,"R",4,"R",1,"R",1,"R",0,"R",195,"R",120,"R",75,"R",2,"R",1,"R",1,"R",3,"R",2,"R",1,"R",2,"R",2,"R",0
101161,"R",423,"R",128,"R",295,"R",17,"R",4,"R",13,"R",2,"R",1,"R",1,"R",71,"R",10,"R",61,"R",11,"R",1,"R",10,"R",0,"R",0,"R",0,"R",319,"R",112,"R",207,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101189,"R",769,"R",270,"R",499,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",373,"R",76,"R",297,"R",9,"R",3,"R",6,"R",2,"R",1,"R",1,"R",350,"R",170,"R",180,"R",3,"R",2,"R",1,"R",28,"R",17,"R",11,"R",3,"R",1,"R",2
101240,"R",852,"R",347,"R",505,"R",6,"R",2,"R",4,"R",5,"R",3,"R",2,"R",172,"R",87,"R",85,"R",19,"R",7,"R",12,"Z",0,"Z",0,"Z",0,"R",616,"R",235,"R",381,"R",5,"R",2,"R",3,"R",10,"R",4,"R",6,"R",19,"R",7,"R",12
101277,"R",63,"R",3,"R",60,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",59,"R",3,"R",56,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101286,"R",898,"R",327,"R",571,"R",4,"R",2,"R",2,"R",10,"R",3,"R",7,"R",279,"R",100,"R",179,"R",22,"R",8,"R",14,"R",1,"R",0,"R",1,"R",572,"R",209,"R",363,"R",7,"R",2,"R",5,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0
101295,"R",915,"R",288,"R",627,"R",9,"R",2,"R",7,"R",8,"R",6,"R",2,"R",36,"R",9,"R",27,"R",9,"R",8,"R",1,"R",0,"R",0,"R",0,"R",845,"R",262,"R",583,"R",3,"R",0,"R",3,"R",5,"R",1,"R",4,"R",0,"Z",0,"R",0
101301,"R",338,"R",111,"R",227,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",250,"R",82,"R",168,"R",2,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",81,"R",28,"R",53,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101365,"R",184,"R",92,"R",92,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",84,"R",18,"R",66,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",90,"R",68,"R",22,"R",5,"R",4,"R",1,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
101435,"R",217,"R",108,"R",109,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",27,"R",17,"R",10,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",101,"R",54,"R",47,"R",3,"R",0,"R",3,"R",80,"R",33,"R",47,"R",3,"R",3,"R",0
101453,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101462,"R",137,"R",49,"R",88,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",84,"R",26,"R",58,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",46,"R",20,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101471,"R",319,"R",230,"R",89,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",166,"R",140,"R",26,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",145,"R",82,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101480,"R",1773,"R",630,"R",1143,"R",5,"R",3,"R",2,"R",4,"R",0,"R",4,"R",324,"R",114,"R",210,"R",23,"R",3,"R",20,"R",0,"R",0,"R",0,"R",1033,"R",380,"R",653,"R",0,"R",0,"R",0,"R",297,"R",92,"R",205,"R",87,"R",38,"R",49
101499,"R",241,"R",120,"R",121,"R",10,"R",7,"R",3,"R",5,"R",1,"R",4,"R",59,"R",36,"R",23,"R",2,"R",1,"R",1,"R",1,"R",1,"Z",0,"R",136,"R",49,"R",87,"R",2,"R",1,"R",1,"R",26,"R",24,"R",2,"Z",0,"Z",0,"Z",0
101505,"R",947,"R",345,"R",602,"R",2,"R",1,"R",1,"R",12,"R",3,"R",9,"R",201,"R",52,"R",149,"R",20,"R",5,"R",15,"R",0,"R",0,"R",0,"R",672,"R",269,"R",403,"R",23,"R",8,"R",15,"R",2,"R",1,"R",1,"R",15,"R",6,"R",9
101514,"R",1464,"R",634,"R",830,"R",48,"R",12,"R",36,"R",27,"R",11,"R",16,"R",234,"R",96,"R",138,"R",44,"R",14,"R",30,"R",0,"R",0,"R",0,"R",1067,"R",477,"R",590,"R",11,"R",4,"R",7,"R",25,"R",17,"R",8,"R",8,"R",3,"R",5
101541,"R",58,"Z",0,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",13,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",43,"Z",0,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101569,"R",564,"R",274,"R",290,"Z",0,"Z",0,"Z",0,"R",9,"R",4,"R",5,"R",412,"R",169,"R",243,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"R",101,"R",81,"R",20,"R",2,"R",1,"R",1,"R",34,"R",16,"R",18,"Z",0,"Z",0,"Z",0
101587,"R",1160,"R",241,"R",919,"R",8,"R",1,"R",7,"R",3,"R",0,"R",3,"R",460,"R",85,"R",375,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",634,"R",134,"R",500,"R",4,"R",2,"R",2,"R",1,"R",1,"R",0,"R",43,"R",17,"R",26
101602,"R",400,"R",132,"R",268,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",71,"R",13,"R",58,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",318,"R",113,"R",205,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0
101648,"R",81,"R",73,"R",8,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",17,"R",17,"R",0,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0,"R",49,"R",43,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101675,"R",184,"R",71,"R",113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",162,"R",59,"R",103,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",19,"R",11,"R",8,"Z",0,"Z",0,"Z",0
101693,"R",348,"R",105,"R",243,"R",7,"R",3,"R",4,"R",4,"R",2,"R",2,"R",91,"R",14,"R",77,"R",2,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"R",205,"R",68,"R",137,"R",1,"R",1,"Z",0,"R",23,"R",8,"R",15,"R",15,"R",7,"R",8
101709,"R",523,"R",162,"R",361,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",73,"R",20,"R",53,"R",12,"R",6,"R",6,"Z",0,"Z",0,"Z",0,"R",374,"R",115,"R",259,"Z",0,"Z",0,"Z",0,"R",61,"R",19,"R",42,"Z",0,"Z",0,"Z",0
101736,"R",647,"R",278,"R",369,"R",3,"R",1,"R",2,"R",2,"R",1,"R",1,"R",69,"R",28,"R",41,"R",21,"R",11,"R",10,"R",0,"R",0,"R",0,"R",548,"R",236,"R",312,"R",3,"R",1,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101879,"R",1290,"R",496,"R",794,"R",9,"R",3,"R",6,"R",76,"R",48,"R",28,"R",110,"R",34,"R",76,"R",13,"R",1,"R",12,"R",1,"R",1,"R",0,"R",948,"R",334,"R",614,"R",12,"R",4,"R",8,"R",34,"R",22,"R",12,"R",87,"R",49,"R",38
101897,"R",667,"R",242,"R",425,"R",24,"R",7,"R",17,"R",4,"Z",0,"R",4,"R",7,"R",1,"R",6,"R",28,"R",8,"R",20,"R",1,"R",1,"R",0,"R",597,"R",222,"R",375,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1
101912,"R",383,"R",158,"R",225,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"R",332,"R",142,"R",190,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",25,"R",13,"R",12
101949,"R",301,"R",115,"R",186,"R",0,"R",0,"R",0,"R",6,"R",5,"R",1,"R",95,"R",26,"R",69,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",194,"R",84,"R",110,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
101958,"R",14,"R",2,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",1,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",186,"R",83,"R",103,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",84,"R",39,"R",45,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",98,"R",43,"R",55,"R",2,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0
102030,"R",371,"R",181,"R",190,"R",1,"R",1,"R",0,"R",6,"R",2,"R",4,"R",219,"R",99,"R",120,"R",4,"R",1,"R",3,"R",3,"R",2,"R",1,"R",125,"R",67,"R",58,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",11,"R",8,"R",3
102049,"R",1339,"R",540,"R",799,"R",5,"R",3,"R",2,"R",26,"R",14,"R",12,"R",89,"R",33,"R",56,"R",28,"R",9,"R",19,"R",3,"R",0,"R",3,"R",1105,"R",447,"R",658,"R",12,"R",4,"R",8,"R",33,"R",8,"R",25,"R",38,"R",22,"R",16
102058,"R",21,"R",16,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",16,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102067,"R",495,"R",200,"R",295,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",134,"R",40,"R",94,"R",11,"R",7,"R",4,"Z",0,"Z",0,"Z",0,"R",328,"R",142,"R",186,"R",4,"R",1,"R",3,"R",12,"R",8,"R",4,"R",2,"R",1,"R",1
102076,"R",472,"R",145,"R",327,"R",9,"R",1,"R",8,"R",1,"R",0,"R",1,"R",23,"R",9,"R",14,"R",9,"R",1,"R",8,"R",0,"R",0,"R",0,"R",371,"R",107,"R",264,"R",0,"R",0,"R",0,"R",59,"R",27,"R",32,"R",0,"R",0,"R",0
102094,"R",2863,"R",1005,"R",1858,"R",22,"R",6,"R",16,"R",83,"R",37,"R",46,"R",369,"R",97,"R",272,"R",66,"R",29,"R",37,"R",4,"R",1,"R",3,"R",2075,"R",695,"R",1380,"R",25,"R",8,"R",17,"R",49,"R",20,"R",29,"R",170,"R",112,"R",58
102234,"R",267,"R",94,"R",173,"R",1,"R",0,"R",1,"R",6,"R",3,"R",3,"R",39,"R",7,"R",32,"R",23,"R",11,"R",12,"R",0,"R",0,"R",0,"R",189,"R",72,"R",117,"R",2,"R",0,"R",2,"R",5,"R",0,"R",5,"R",2,"R",1,"R",1
102261,"R",24,"R",15,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",11,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102270,"R",137,"R",69,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",122,"R",57,"R",65,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",9,"R",6,"R",3,"R",0,"R",0,"R",0
102298,"R",78,"R",25,"R",53,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",73,"R",22,"R",51,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102313,"R",422,"R",240,"R",182,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",218,"R",110,"R",108,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",196,"R",125,"R",71,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0
102368,"R",4839,"R",1841,"R",2998,"R",49,"R",16,"R",33,"R",48,"R",27,"R",21,"R",1611,"R",440,"R",1171,"R",178,"R",88,"R",90,"R",3,"R",1,"R",2,"R",2506,"R",1083,"R",1423,"R",47,"R",21,"R",26,"R",203,"R",74,"R",129,"R",194,"R",91,"R",103
102377,"R",452,"R",176,"R",276,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",408,"R",160,"R",248,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",31,"R",13,"R",18,"R",3,"R",1,"R",2
102395,"R",181,"R",125,"R",56,"R",1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",25,"R",17,"R",8,"R",6,"R",6,"R",0,"R",1,"R",1,"R",0,"R",123,"R",78,"R",45,"R",0,"R",0,"R",0,"R",23,"R",20,"R",3,"R",0,"R",0,"R",0
102429,"R",712,"R",295,"R",417,"R",3,"R",2,"R",1,"R",4,"R",0,"R",4,"R",124,"R",52,"R",72,"R",9,"R",2,"R",7,"R",1,"R",0,"R",1,"R",545,"R",226,"R",319,"R",7,"R",3,"R",4,"R",19,"R",10,"R",9,"R",0,"R",0,"R",0
102553,"R",2404,"R",934,"R",1470,"R",129,"R",31,"R",98,"R",119,"R",43,"R",76,"R",67,"R",27,"R",40,"R",120,"R",51,"R",69,"R",20,"R",7,"R",13,"R",1635,"R",645,"R",990,"R",158,"R",60,"R",98,"R",92,"R",43,"R",49,"R",64,"R",27,"R",37
102580,"R",9,"R",3,"R",6,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102614,"R",1288,"R",514,"R",774,"R",167,"R",47,"R",120,"R",16,"R",5,"R",11,"R",27,"R",9,"R",18,"R",53,"R",10,"R",43,"R",5,"R",2,"R",3,"R",776,"R",332,"R",444,"R",57,"R",17,"R",40,"R",127,"R",57,"R",70,"R",60,"R",35,"R",25
102632,"R",557,"R",183,"R",374,"R",57,"R",17,"R",40,"R",9,"R",3,"R",6,"R",0,"R",0,"R",0,"R",19,"R",5,"R",14,"R",4,"R",1,"R",3,"R",362,"R",112,"R",250,"R",28,"R",8,"R",20,"R",74,"R",36,"R",38,"R",4,"R",1,"R",3
102669,"R",132,"R",54,"R",78,"R",7,"R",3,"R",4,"R",7,"R",2,"R",5,"R",3,"R",1,"R",2,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0,"R",72,"R",34,"R",38,"R",12,"R",2,"R",10,"R",23,"R",8,"R",15,"R",1,"R",1,"Z",0
102711,"R",313,"R",153,"R",160,"R",98,"R",36,"R",62,"R",6,"R",1,"R",5,"R",8,"R",3,"R",5,"R",15,"R",8,"R",7,"R",2,"R",0,"R",2,"R",135,"R",80,"R",55,"R",29,"R",12,"R",17,"R",20,"R",13,"R",7,"R",0,"R",0,"R",0
102845,"R",1607,"R",460,"R",1147,"R",85,"R",26,"R",59,"R",58,"R",27,"R",31,"R",66,"R",31,"R",35,"R",541,"R",133,"R",408,"R",35,"R",11,"R",24,"R",712,"R",192,"R",520,"R",55,"R",22,"R",33,"R",55,"R",18,"R",37,"Z",0,"Z",0,"Z",0
103361,"R",13,"R",1,"R",12,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0
103501,"R",284,"R",50,"R",234,"R",45,"R",10,"R",35,"R",37,"R",1,"R",36,"R",35,"R",7,"R",28,"R",27,"R",3,"R",24,"R",10,"R",1,"R",9,"R",105,"R",23,"R",82,"R",20,"R",3,"R",17,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0
103644,"R",603,"R",124,"R",479,"R",18,"R",2,"R",16,"R",3,"R",1,"R",2,"R",115,"R",23,"R",92,"R",153,"R",32,"R",121,"R",7,"R",1,"R",6,"R",247,"R",57,"R",190,"R",17,"R",2,"R",15,"R",43,"R",6,"R",37,"R",0,"R",0,"R",0
103723,"R",161,"R",120,"R",41,"R",10,"R",10,"R",0,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0,"R",30,"R",21,"R",9,"R",0,"R",0,"R",0,"R",66,"R",49,"R",17,"R",8,"R",5,"R",3,"R",43,"R",31,"R",12,"R",0,"R",0,"R",0
103732,"R",37,"R",2,"R",35,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",4,"R",1,"R",3,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",21,"R",0,"R",21,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
103741,"R",89,"R",6,"R",83,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",7,"R",0,"R",7,"R",65,"R",3,"R",62,"R",1,"R",0,"R",1,"R",12,"R",2,"R",10,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103778,"R",598,"R",420,"R",178,"R",0,"R",0,"R",0,"R",23,"R",12,"R",11,"R",8,"R",3,"R",5,"R",24,"R",16,"R",8,"R",0,"R",0,"R",0,"R",170,"R",129,"R",41,"R",3,"R",1,"R",2,"R",33,"R",24,"R",9,"R",337,"R",235,"R",102
103787,"R",9,"R",3,"R",6,"R",3,"R",1,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",1,"R",1,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103811,"R",1223,"R",1122,"R",101,"R",11,"R",11,"R",0,"R",24,"R",23,"R",1,"R",296,"R",271,"R",25,"R",247,"R",233,"R",14,"R",18,"R",15,"R",3,"R",558,"R",503,"R",55,"R",0,"R",0,"R",0,"R",69,"R",66,"R",3,"R",0,"R",0,"R",0
103893,"R",398,"R",61,"R",337,"R",42,"R",5,"R",37,"R",6,"R",0,"R",6,"R",11,"R",2,"R",9,"R",204,"R",36,"R",168,"R",1,"R",0,"R",1,"R",123,"R",16,"R",107,"R",8,"R",2,"R",6,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
103909,"R",483,"R",101,"R",382,"R",59,"R",8,"R",51,"R",6,"R",1,"R",5,"R",31,"R",8,"R",23,"R",123,"R",28,"R",95,"R",4,"Z",0,"R",4,"R",225,"R",48,"R",177,"R",10,"R",1,"R",9,"R",25,"R",7,"R",18,"Z",0,"Z",0,"Z",0
103927,"R",312,"R",55,"R",257,"R",12,"R",2,"R",10,"R",3,"R",0,"R",3,"R",8,"R",4,"R",4,"R",182,"R",33,"R",149,"R",0,"R",0,"R",0,"R",98,"R",16,"R",82,"R",3,"R",0,"R",3,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0
103945,"R",79,"R",6,"R",73,"R",54,"R",5,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"R",17,"Z",0,"R",17,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103954,"R",33,"R",3,"R",30,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0,"R",13,"R",0,"R",0,"R",0,"R",17,"R",1,"R",16,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103963,"R",472,"R",446,"R",26,"R",83,"R",74,"R",9,"R",4,"R",4,"R",0,"R",53,"R",50,"R",3,"R",146,"R",138,"R",8,"R",0,"R",0,"R",0,"R",161,"R",156,"R",5,"R",4,"R",3,"R",1,"R",21,"R",21,"R",0,"R",0,"R",0,"R",0
104090,"R",604,"R",94,"R",510,"R",32,"R",3,"R",29,"R",9,"R",1,"R",8,"R",64,"R",11,"R",53,"R",186,"R",36,"R",150,"R",0,"R",0,"R",0,"R",194,"R",29,"R",165,"R",12,"R",1,"R",11,"R",107,"R",13,"R",94,"R",0,"R",0,"R",0
104151,"R",12177,"R",6522,"R",5655,"R",145,"R",75,"R",70,"R",769,"R",373,"R",396,"R",428,"R",214,"R",214,"R",1662,"R",799,"R",863,"R",10,"R",8,"R",2,"R",7525,"R",3998,"R",3527,"R",155,"R",72,"R",83,"R",274,"R",151,"R",123,"R",1209,"R",832,"R",377
