UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
448734,"R",138,"R",33,"R",105,"R",2,"R",2,"Z",0,"R",4,"R",1,"R",3,"R",11,"R",3,"R",8,"R",21,"R",2,"R",19,"Z",0,"Z",0,"Z",0,"R",95,"R",23,"R",72,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0
448752,"R",171,"R",59,"R",112,"R",2,"R",0,"R",2,"R",3,"R",1,"R",2,"R",38,"R",15,"R",23,"R",29,"R",10,"R",19,"R",2,"R",0,"R",2,"R",88,"R",32,"R",56,"R",4,"R",0,"R",4,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0
448761,"R",89,"R",25,"R",64,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",13,"R",0,"R",13,"R",1,"R",0,"R",1,"R",71,"R",22,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
448770,"R",164,"R",160,"R",4,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0,"R",16,"R",15,"R",1,"R",23,"R",22,"R",1,"R",0,"R",0,"R",0,"R",118,"R",116,"R",2,"R",1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0
448789,"R",294,"R",39,"R",255,"R",1,"R",0,"R",1,"R",4,"R",0,"R",4,"R",47,"R",8,"R",39,"R",34,"R",3,"R",31,"R",0,"R",0,"R",0,"R",50,"R",6,"R",44,"R",3,"R",1,"R",2,"R",155,"R",21,"R",134,"R",0,"R",0,"R",0
448798,"R",82,"R",16,"R",66,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",57,"R",12,"R",45,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",3,"R",1,"R",2,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
448804,"R",100,"R",23,"R",77,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"R",3,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",73,"R",16,"R",57,"R",2,"Z",0,"R",2,"R",17,"R",4,"R",13,"Z",0,"Z",0,"Z",0
448822,"R",8,"R",4,"R",4,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
448831,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
448840,"R",1018,"R",368,"R",650,"R",3,"R",3,"R",0,"R",42,"R",10,"R",32,"R",61,"R",20,"R",41,"R",100,"R",38,"R",62,"R",2,"R",0,"R",2,"R",771,"R",286,"R",485,"R",17,"R",5,"R",12,"R",15,"R",3,"R",12,"R",7,"R",3,"R",4
448859,"R",71,"R",69,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"R",55,"R",54,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
448886,"R",2798,"R",820,"R",1978,"R",50,"R",10,"R",40,"R",99,"R",34,"R",65,"R",165,"R",46,"R",119,"R",592,"R",171,"R",421,"R",5,"R",2,"R",3,"R",1761,"R",520,"R",1241,"R",54,"R",14,"R",40,"R",29,"R",5,"R",24,"R",43,"R",18,"R",25
448895,"R",275,"R",33,"R",242,"R",3,"R",1,"R",2,"R",17,"R",4,"R",13,"R",9,"R",1,"R",8,"R",149,"R",20,"R",129,"R",1,"Z",0,"R",1,"R",82,"R",7,"R",75,"R",1,"Z",0,"R",1,"R",13,"Z",0,"R",13,"Z",0,"Z",0,"Z",0
448974,"R",225,"R",26,"R",199,"R",4,"Z",0,"R",4,"R",7,"R",3,"R",4,"R",44,"R",8,"R",36,"R",17,"Z",0,"R",17,"Z",0,"Z",0,"Z",0,"R",146,"R",12,"R",134,"R",1,"R",1,"Z",0,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0
448983,"R",221,"R",40,"R",181,"Z",0,"Z",0,"Z",0,"R",15,"R",4,"R",11,"R",66,"R",10,"R",56,"R",31,"R",4,"R",27,"Z",0,"Z",0,"Z",0,"R",97,"R",20,"R",77,"R",10,"R",2,"R",8,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
449010,"R",243,"R",110,"R",133,"R",2,"R",2,"Z",0,"R",1,"Z",0,"R",1,"R",44,"R",18,"R",26,"R",19,"R",5,"R",14,"Z",0,"Z",0,"Z",0,"R",166,"R",79,"R",87,"R",6,"R",3,"R",3,"R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0
449038,"R",571,"R",246,"R",325,"R",1,"R",1,"R",0,"R",5,"R",2,"R",3,"R",196,"R",72,"R",124,"R",95,"R",46,"R",49,"Z",0,"Z",0,"Z",0,"R",147,"R",70,"R",77,"R",19,"R",9,"R",10,"R",93,"R",37,"R",56,"R",15,"R",9,"R",6
449074,"R",612,"R",80,"R",532,"R",3,"R",0,"R",3,"R",98,"R",22,"R",76,"R",58,"R",8,"R",50,"R",56,"R",5,"R",51,"R",2,"R",0,"R",2,"R",372,"R",43,"R",329,"R",23,"R",2,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449083,"R",275,"R",250,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",270,"R",245,"R",25,"Z",0,"Z",0,"Z",0,"R",5,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449092,"R",230,"R",211,"R",19,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"R",230,"R",211,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449117,"R",244,"R",35,"R",209,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",106,"R",16,"R",90,"R",15,"R",2,"R",13,"Z",0,"Z",0,"Z",0,"R",106,"R",12,"R",94,"R",4,"R",1,"R",3,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0
449126,"R",62,"R",9,"R",53,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",46,"R",7,"R",39,"Z",0,"Z",0,"Z",0,"R",9,"R",2,"R",7,"Z",0,"Z",0,"Z",0
449135,"R",84,"R",34,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",84,"R",34,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449144,"R",85,"R",40,"R",45,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",85,"R",40,"R",45,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449153,"R",112,"R",53,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",112,"R",53,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449162,"R",39,"R",1,"R",38,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",26,"R",0,"R",26,"R",0,"R",0,"R",0
449171,"R",59,"R",2,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12,"R",0,"R",12,"R",0,"R",0,"R",0,"R",40,"R",2,"R",38,"R",0,"R",0,"R",0
449180,"R",32,"R",2,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",0,"R",14,"R",0,"R",0,"R",0,"R",14,"R",2,"R",12,"R",0,"R",0,"R",0
449199,"R",29,"R",0,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",0,"R",16,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0
449205,"R",41,"R",1,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0,"R",29,"R",0,"R",29,"R",0,"R",0,"R",0
449214,"R",30,"R",0,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12,"R",0,"R",12,"R",0,"R",0,"R",0,"R",18,"R",0,"R",18,"R",0,"R",0,"R",0
449223,"R",63,"R",2,"R",61,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",0,"R",16,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",41,"R",2,"R",39,"R",0,"R",0,"R",0
449232,"R",59,"R",1,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",20,"R",0,"R",20,"R",0,"R",0,"R",0,"R",29,"R",1,"R",28,"R",0,"R",0,"R",0
449241,"R",41,"R",0,"R",41,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",27,"R",0,"R",27,"R",0,"R",0,"R",0
449250,"R",152,"R",36,"R",116,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",2,"R",8,"R",101,"R",26,"R",75,"R",0,"R",0,"R",0,"R",35,"R",6,"R",29,"R",3,"R",0,"R",3,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0
449269,"R",468,"R",157,"R",311,"R",2,"R",2,"R",0,"R",13,"R",7,"R",6,"R",200,"R",68,"R",132,"R",158,"R",43,"R",115,"R",1,"R",0,"R",1,"R",68,"R",27,"R",41,"R",15,"R",5,"R",10,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0
449302,"R",24,"R",1,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23,"R",1,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449311,"R",139,"R",2,"R",137,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",18,"R",1,"R",17,"R",113,"R",1,"R",112,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3
449320,"R",465,"R",452,"R",13,"R",1,"R",1,"R",0,"R",22,"R",22,"R",0,"R",101,"R",100,"R",1,"R",197,"R",189,"R",8,"R",0,"R",0,"R",0,"R",74,"R",71,"R",3,"R",0,"R",0,"R",0,"R",70,"R",69,"R",1,"R",0,"R",0,"R",0
449339,"R",9143,"R",6096,"R",3047,"R",81,"R",50,"R",31,"R",197,"R",127,"R",70,"R",1250,"R",724,"R",526,"R",826,"R",561,"R",265,"R",58,"R",32,"R",26,"R",6040,"R",4160,"R",1880,"R",243,"R",145,"R",98,"R",348,"R",241,"R",107,"R",100,"R",56,"R",44
449348,"R",19,"R",5,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",5,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449357,"R",83,"R",8,"R",75,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",6,"R",0,"R",6,"R",19,"R",2,"R",17,"R",0,"R",0,"R",0,"R",53,"R",3,"R",50,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0
449366,"R",571,"R",27,"R",544,"R",1,"R",0,"R",1,"R",45,"R",3,"R",42,"R",19,"R",0,"R",19,"R",125,"R",8,"R",117,"R",2,"R",0,"R",2,"R",331,"R",13,"R",318,"R",20,"R",2,"R",18,"R",4,"R",0,"R",4,"R",24,"R",1,"R",23
449375,"R",169,"R",132,"R",37,"R",1,"R",1,"Z",0,"R",11,"R",8,"R",3,"R",25,"R",20,"R",5,"R",35,"R",26,"R",9,"R",3,"R",2,"R",1,"R",72,"R",58,"R",14,"R",9,"R",5,"R",4,"R",13,"R",12,"R",1,"Z",0,"Z",0,"Z",0
449384,"R",34,"R",23,"R",11,"R",1,"R",1,"R",0,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",9,"R",7,"R",2,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",9,"R",6,"R",3
449393,"R",52,"R",9,"R",43,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",41,"R",7,"R",34,"R",1,"R",0,"R",1,"R",9,"R",2,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449436,"R",146,"R",21,"R",125,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5,"R",1,"R",1,"Z",0,"R",121,"R",19,"R",102,"Z",0,"Z",0,"Z",0,"R",19,"R",1,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449445,"R",38,"R",12,"R",26,"R",0,"R",0,"R",0,"R",10,"R",4,"R",6,"R",4,"R",1,"R",3,"R",14,"R",4,"R",10,"R",0,"R",0,"R",0,"R",9,"R",3,"R",6,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449454,"R",34,"R",5,"R",29,"R",1,"R",0,"R",1,"R",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",21,"R",5,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449463,"R",58,"R",2,"R",56,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0,"R",47,"R",1,"R",46,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
449472,"R",48,"R",1,"R",47,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",35,"R",1,"R",34,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
449481,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449490,"R",110,"R",8,"R",102,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",8,"R",2,"R",6,"R",11,"R",1,"R",10,"R",0,"R",0,"R",0,"R",74,"R",4,"R",70,"R",9,"R",1,"R",8,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
449506,"R",277,"R",45,"R",232,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",4,"R",24,"R",248,"R",41,"R",207,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449524,"R",115,"R",15,"R",100,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",27,"R",2,"R",25,"R",13,"R",2,"R",11,"R",1,"R",0,"R",1,"R",69,"R",10,"R",59,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1
449533,"R",69,"R",11,"R",58,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",22,"R",2,"R",20,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",43,"R",9,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449579,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449597,"R",13,"R",2,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449603,"R",74,"R",64,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39,"R",35,"R",4,"R",21,"R",20,"R",1,"R",0,"R",0,"R",0,"R",11,"R",6,"R",5,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449612,"R",71,"R",30,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",6,"R",8,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",54,"R",23,"R",31,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449658,"R",14,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449667,"R",112,"R",23,"R",89,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",5,"Z",0,"R",5,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",99,"R",23,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449676,"R",55,"R",42,"R",13,"R",0,"R",0,"R",0,"R",9,"R",8,"R",1,"R",17,"R",13,"R",4,"R",20,"R",15,"R",5,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",2,"R",1,"R",1,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0
449685,"R",265,"R",17,"R",248,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",94,"R",3,"R",91,"R",148,"R",12,"R",136,"R",0,"R",0,"R",0,"R",18,"R",2,"R",16,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
449700,"R",262,"R",50,"R",212,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",49,"R",11,"R",38,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",199,"R",35,"R",164,"R",5,"R",2,"R",3,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
449719,"R",78,"C",4,"C",74,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",13,"R",1,"R",12,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",61,"C",3,"C",58,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
449728,"R",51,"R",5,"R",46,"R",7,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",39,"R",4,"R",35,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449746,"R",179,"R",93,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",179,"R",93,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449764,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449773,"R",237,"R",105,"R",132,"R",1,"R",1,"R",0,"R",9,"R",8,"R",1,"R",115,"R",49,"R",66,"R",38,"R",19,"R",19,"R",0,"R",0,"R",0,"R",68,"R",27,"R",41,"R",5,"R",0,"R",5,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
449782,"R",13,"R",0,"R",13,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",4,"R",0,"R",4,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
449791,"R",272,"R",23,"R",249,"R",0,"R",0,"R",0,"R",9,"R",1,"R",8,"R",167,"R",16,"R",151,"R",62,"R",3,"R",59,"R",2,"R",1,"R",1,"R",28,"R",2,"R",26,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
449807,"R",59,"R",4,"R",55,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",54,"R",3,"R",51,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449816,"R",127,"R",78,"R",49,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",6,"R",3,"R",3,"R",1,"R",0,"R",1,"R",94,"R",65,"R",29,"R",0,"R",0,"R",0,"R",24,"R",9,"R",15,"R",0,"R",0,"R",0
449852,"R",21,"R",1,"R",20,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",16,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449861,"R",143,"R",14,"R",129,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",75,"R",8,"R",67,"R",21,"R",1,"R",20,"R",0,"R",0,"R",0,"R",33,"R",4,"R",29,"R",7,"R",0,"R",7,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
449870,"R",44,"R",28,"R",16,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"R",3,"R",2,"R",1,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"R",4,"R",3,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",24,"R",15,"R",9
449889,"R",1844,"R",539,"R",1305,"R",7,"R",1,"R",6,"R",33,"R",8,"R",25,"R",143,"R",35,"R",108,"R",137,"R",35,"R",102,"R",2,"R",2,"R",0,"R",1115,"R",333,"R",782,"R",26,"R",6,"R",20,"R",363,"R",112,"R",251,"R",18,"R",7,"R",11
449898,"R",246,"R",64,"R",182,"R",3,"R",1,"R",2,"R",19,"R",6,"R",13,"R",48,"R",9,"R",39,"R",42,"R",12,"R",30,"R",3,"R",1,"R",2,"R",123,"R",31,"R",92,"Z",0,"Z",0,"Z",0,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0
449904,"R",97,"R",8,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",91,"R",8,"R",83,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
449922,"R",75,"R",37,"R",38,"Z",0,"Z",0,"Z",0,"R",13,"R",2,"R",11,"R",2,"R",1,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",58,"R",33,"R",25,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
449931,"R",585,"R",219,"R",366,"R",5,"R",1,"R",4,"R",2,"R",1,"R",1,"R",176,"R",60,"R",116,"R",9,"R",5,"R",4,"R",0,"R",0,"R",0,"R",199,"R",87,"R",112,"R",0,"R",0,"R",0,"R",193,"R",64,"R",129,"R",1,"R",1,"R",0
449959,"R",107,"R",11,"R",96,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",9,"Z",0,"R",9,"R",22,"R",2,"R",20,"Z",0,"Z",0,"Z",0,"R",72,"R",9,"R",63,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
449968,"R",172,"R",21,"R",151,"Z",0,"Z",0,"Z",0,"R",8,"R",2,"R",6,"R",6,"Z",0,"R",6,"R",44,"R",8,"R",36,"R",2,"Z",0,"R",2,"R",108,"R",11,"R",97,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0
